event_id,interaction_id,event_type,source_file,source_line,raw_type,sha256
e_ffcbc7157da8a951,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,127,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_27ad9a6e70e4def3,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,128,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_20eed92b2d14ce8e,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,129,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2bd8d67da85746e4,i_08a61ae0450623f4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,130,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0284e791a5f01bc3,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,131,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_6e041e75b760e4fc,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,132,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_97e400630f4af47f,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,133,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1fb56c2172cd20a0,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,134,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_79116a009583b644,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,135,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_33877d755140885c,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,136,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c1a31a835552473d,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,137,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ef726dccee477beb,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,138,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e44682cb8dae7d61,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,139,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d4c0fa48409d4f1d,i_08a61ae0450623f4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,140,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_23c9b9fea845f626,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,141,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f96b617cf6ed9125,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,142,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d9b143fe045853d7,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,143,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_7219dcd46817f955,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,144,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d31b7c61cf83f40f,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,145,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_39e27e4b57779b95,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,146,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fc81aacb78b7c619,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,147,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c8fb3dbb8bf30ce2,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,148,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_33cc54145cf8ef55,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,149,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_822e2820895a4187,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,150,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ff0b9850d9403a46,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,151,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_11aaaeed47ff955d,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,152,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5361685639874d56,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,153,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d7e1ead3befcd81d,i_08a61ae0450623f4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,154,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ce0c1c0d141aeda7,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,155,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0891dc7c2b339e1b,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,156,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ed1139950759a0d3,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,157,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_e5a77110752aac88,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,158,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_72a374659c1de024,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,159,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_834202085677b74e,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,160,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5b8c5a045a5d6cff,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,161,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f7b48bfdd4c53cdc,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,162,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_713baae20f37f07d,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,163,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_dd36e48429e077a1,i_08a61ae0450623f4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,164,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_7fcb71672be2beef,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,165,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_45048b3b57e4e00e,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,166,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5cd947fab01e80fa,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,167,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_17c3222a96c783d2,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,168,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8deb277abd5436b5,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,169,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_134c2f82e104f182,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,170,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_6b857bb9edd72346,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,171,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0afac5ad61c2e7b9,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,172,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_331e7f1af03c86da,i_08a61ae0450623f4,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,173,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_84b3fda4cb5af1e4,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,174,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2a5fda872bdcf43c,i_08a61ae0450623f4,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,175,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_3999edd3dd72d1f9,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,176,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9d806e3715d5b230,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,177,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b23e39d194d21ffa,i_08a61ae0450623f4,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,178,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f0bfdd07e8077722,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,179,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c1c39fb9f23e355a,i_08a61ae0450623f4,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,180,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_69fc0cecc2d2d463,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,181,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_3bbb411ce2a320f4,i_08a61ae0450623f4,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,182,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_3e3322234a35aad3,i_08a61ae0450623f4,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,183,turn_context,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f48bc605c4ee0046,i_f48bc605c4ee0046,user_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,184,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d35cf98f96893eba,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,185,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_884681d24882cae7,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,186,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ed0573617dac0f5d,i_f48bc605c4ee0046,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,187,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ca5ed5025c4a9ee6,i_f48bc605c4ee0046,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,188,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_6503a27b67c7cf7d,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,189,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_43fe647947f9b694,i_f48bc605c4ee0046,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,190,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f4f8c62955b71c30,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,191,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2bfd1db06d33065c,i_f48bc605c4ee0046,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,192,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_dea10034df55b5e9,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,193,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_08e8522255e96a4a,i_f48bc605c4ee0046,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,194,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_284584639d2af7c0,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,195,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0b14e30b66ee69be,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,196,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f361ab97dc077689,i_f48bc605c4ee0046,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,197,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_317b5eee83dab446,i_f48bc605c4ee0046,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,198,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d6749356af56f5d7,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,199,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ee1eb75046ad85a7,i_f48bc605c4ee0046,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,200,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_605f341a5841d8ee,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,201,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_00044d02dd20b567,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,202,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fa7c9ee5a8b54a53,i_f48bc605c4ee0046,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,203,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a040ef405f9f5db4,i_f48bc605c4ee0046,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,204,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_7666dc275b331140,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,205,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9f70be5dec0f0c2c,i_f48bc605c4ee0046,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,206,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_36b62eb48c75c00c,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,207,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_734a6191fb2633fe,i_f48bc605c4ee0046,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,208,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_ee9a10f8657fcc17,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,209,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_c00e25ecdf0771b5,i_f48bc605c4ee0046,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,210,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8e8dc701a6fd9ab0,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,211,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fb2c5df401a26dae,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,212,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2a1e41b27df19801,i_f48bc605c4ee0046,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,213,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b08713f1f0c08017,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,214,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b6f4ecfb5e062054,i_f48bc605c4ee0046,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,215,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_701558f658a8223c,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,216,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f25721e8d0cf113f,i_f48bc605c4ee0046,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,217,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_5d3c0d8d76145b18,i_f48bc605c4ee0046,lifecycle,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,218,turn_context,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_65a903a99bc058b3,i_65a903a99bc058b3,user_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,219,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_33d53b35092cd902,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,220,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9d59a93a5f18e91b,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,221,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_a5ca20ba9430f33d,i_65a903a99bc058b3,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,222,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1b2a12317c1bb72e,i_65a903a99bc058b3,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,223,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_066aabde47e61940,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,224,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_024e02b7059883ce,i_65a903a99bc058b3,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,225,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f3937adcfffc1c80,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,226,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_627e0714d25eb7da,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,227,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_451d7d611d5be65e,i_65a903a99bc058b3,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,228,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_0ac617cd9e4b6cd8,i_65a903a99bc058b3,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,229,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_de9d6112d43ea545,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,230,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_8341809e34d76bbe,i_65a903a99bc058b3,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,231,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_dd5755465f74597b,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,232,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_20b74d292152cd95,i_65a903a99bc058b3,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,233,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_2ed04bc91adf9ed9,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,234,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_f57cebddee051ca3,i_65a903a99bc058b3,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,235,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b29366d80b76ab5d,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,236,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_fc7aa69e8dc7c0cf,i_65a903a99bc058b3,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,237,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b5b38f5dea168b09,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,238,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b5402fb5ff82aecd,i_65a903a99bc058b3,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,239,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d5d38177e0540a9e,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,240,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_961e127ff08a408a,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,241,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_1b937ae099992929,i_65a903a99bc058b3,assistant_message,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,242,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_53d450d05af30a21,i_65a903a99bc058b3,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,243,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_6d1ab86e3b2225dd,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,244,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_b044a35300ca6947,i_65a903a99bc058b3,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,245,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_390fe098189bb587,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,246,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_9600c07d0c8a3bab,i_65a903a99bc058b3,tool_call,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,247,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_175c0c277cc5f3f4,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,248,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_d14ad3e102235aef,i_65a903a99bc058b3,tool_result,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,249,response_item,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_38ffe766ee60d759,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,250,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
e_70c0b1f44a8a798b,i_65a903a99bc058b3,unknown,D:\GoletaLabData\artifacts\raw\fileledger_full_session.jsonl,251,event_msg,4b829c12ccc075a6893ec8cb27fa686c069aeb34efa9777101c0eee038642356
